DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post
-13.0,39.0,1030.0,-1.0,3,6.71,0.0,0.0,3.0,3.0,3.0,68.0
-14.0,36.0,1029.0,-1.0,8,1.79,0.0,0.0,3.0,3.0,3.0,72.0
-13.0,39.0,1029.0,-1.0,3,1.79,0.0,0.0,3.0,3.0,3.0,71.0
-12.0,42.0,1029.0,-1.0,3,3.58,0.0,0.0,3.0,3.0,3.0,80.0
-12.0,46.0,1030.0,-2.0,3,5.37,0.0,0.0,3.0,3.0,3.0,70.0
-12.0,53.0,1030.0,-4.0,3,6.26,0.0,0.0,3.0,3.0,3.0,63.0
-13.0,49.0,1031.0,-4.0,3,8.05,0.0,0.0,3.0,3.0,3.0,67.0
-13.0,53.0,1031.0,-5.0,3,8.94,0.0,0.0,3.0,3.0,3.0,62.0
-12.0,57.0,1032.0,-5.0,3,9.83,0.0,0.0,3.0,3.0,3.0,69.0
-12.0,62.0,1033.0,-6.0,3,11.62,0.0,0.0,3.0,3.0,3.0,58.0
-11.0,67.0,1033.0,-6.0,3,13.41,0.0,0.0,3.0,3.0,3.0,51.0
-11.0,73.0,1033.0,-7.0,3,15.2,0.0,0.0,3.0,3.0,3.0,51.0
-11.0,78.0,1033.0,-8.0,3,16.99,0.0,0.0,3.0,3.0,3.0,54.0
-11.0,78.0,1033.0,-8.0,3,18.78,0.0,0.0,3.0,3.0,3.0,45.0
-11.0,78.0,1033.0,-8.0,3,20.57,0.0,0.0,3.0,3.0,3.0,47.0
-11.0,73.0,1032.0,-7.0,3,23.7,0.0,0.0,3.0,3.0,3.0,85.0
-11.0,73.0,1032.0,-7.0,3,25.49,0.0,0.0,3.0,3.0,3.0,78.0
-12.0,67.0,1032.0,-7.0,3,27.28,0.0,0.0,3.0,3.0,3.0,68.0
-12.0,67.0,1032.0,-7.0,3,29.07,0.0,0.0,3.0,3.0,3.0,64.0
-13.0,62.0,1033.0,-7.0,8,0.89,0.0,0.0,3.0,3.0,3.0,65.0
-12.0,62.0,1033.0,-6.0,3,1.79,0.0,0.0,3.0,3.0,3.0,80.0
-11.0,62.0,1032.0,-5.0,3,4.92,0.0,0.0,3.0,3.0,3.0,74.0
-11.0,58.0,1032.0,-4.0,3,8.05,0.0,0.0,3.0,3.0,3.0,93.0
-11.0,53.0,1031.0,-3.0,3,11.18,0.0,0.0,3.0,3.0,3.0,77.0
-11.0,53.0,1030.0,-3.0,3,15.2,0.0,0.0,3.0,3.0,3.0,67.0
-12.0,46.0,1029.0,-2.0,3,19.22,0.0,0.0,3.0,3.0,3.0,84.0
-12.0,46.0,1029.0,-2.0,3,22.35,0.0,0.0,3.0,3.0,3.0,77.0
-12.0,46.0,1028.0,-2.0,3,25.48,0.0,0.0,3.0,3.0,3.0,83.0
-12.0,46.0,1027.0,-2.0,3,29.5,0.0,0.0,3.0,3.0,3.0,82.0
-10.0,58.0,1028.0,-3.0,3,33.52,0.0,0.0,3.0,3.0,3.0,100.0
-9.0,63.0,1029.0,-3.0,3,35.31,0.0,0.0,3.0,3.0,3.0,189.0
-7.0,79.0,1029.0,-4.0,3,37.1,0.0,0.0,3.0,3.0,3.0,99.0
-6.0,92.0,1028.0,-5.0,3,38.89,0.0,0.0,3.0,3.0,3.0,71.0
-6.0,92.0,1028.0,-5.0,3,42.02,0.0,0.0,3.0,3.0,3.0,43.0
-6.0,92.0,1027.0,-5.0,3,45.15,0.0,0.0,3.0,3.0,3.0,64.0
-6.0,92.0,1027.0,-5.0,3,46.94,0.0,0.0,3.0,3.0,3.0,68.0
-7.0,85.0,1026.0,-5.0,3,48.73,0.0,0.0,3.0,3.0,3.0,69.0
-7.0,85.0,1025.0,-5.0,8,0.89,0.0,0.0,3.0,3.0,3.0,65.0
-7.0,85.0,1025.0,-5.0,8,1.78,0.0,0.0,3.0,3.0,3.0,71.0
-7.0,92.0,1024.0,-6.0,7,0.89,0.0,0.0,3.0,3.0,3.0,77.0
-7.0,92.0,1024.0,-6.0,8,0.89,0.0,0.0,3.0,3.0,3.0,81.0
-7.0,92.0,1024.0,-6.0,7,0.89,0.0,0.0,3.0,3.0,3.0,88.0
-7.0,92.0,1023.0,-6.0,7,1.78,0.0,0.0,3.0,3.0,3.0,90.0
-6.0,92.0,1024.0,-5.0,1,1.79,0.0,0.0,3.0,3.0,3.0,92.0
-6.0,92.0,1024.0,-5.0,7,1.79,0.0,0.0,3.0,3.0,3.0,88.0
-6.0,85.0,1023.0,-4.0,7,3.58,0.0,0.0,3.0,3.0,3.0,80.0
-6.0,85.0,1023.0,-4.0,8,0.89,0.0,0.0,3.0,3.0,3.0,100.0
-6.0,79.0,1023.0,-3.0,8,1.78,0.0,0.0,3.0,3.0,3.0,105.0
-7.0,73.0,1022.0,-3.0,8,2.67,0.0,0.0,3.0,3.0,3.0,118.0
-7.0,73.0,1021.0,-3.0,8,3.56,0.0,0.0,3.0,3.0,3.0,125.0
-6.0,74.0,1020.0,-2.0,3,1.79,0.0,0.0,3.0,3.0,3.0,141.0
-6.0,74.0,1020.0,-2.0,3,3.58,0.0,0.0,3.0,3.0,3.0,152.0
-6.0,79.0,1020.0,-3.0,3,5.37,0.0,0.0,3.0,3.0,3.0,164.0
-7.0,79.0,1020.0,-4.0,8,0.89,0.0,0.0,3.0,3.0,3.0,147.0
-7.0,85.0,1021.0,-5.0,3,0.89,0.0,0.0,3.0,3.0,3.0,162.0
-7.0,85.0,1021.0,-5.0,3,1.78,0.0,0.0,3.0,3.0,3.0,157.0
-6.0,85.0,1022.0,-4.0,3,2.67,0.0,0.0,3.0,3.0,3.0,156.0
-5.0,86.0,1022.0,-3.0,8,0.89,0.0,0.0,3.0,3.0,3.0,160.0
-7.0,85.0,1020.0,-5.0,1,1.79,0.0,0.0,3.0,3.0,3.0,178.0
-6.0,85.0,1021.0,-4.0,8,0.89,0.0,0.0,3.0,3.0,3.0,187.0
-6.0,92.0,1020.0,-5.0,8,1.34,0.0,0.0,3.0,3.0,3.0,181.0
-7.0,92.0,1020.0,-6.0,3,0.89,0.0,0.0,3.0,3.0,3.0,185.0
-8.0,85.0,1020.0,-6.0,1,0.89,0.0,0.0,3.0,3.0,3.0,197.0
-6.0,92.0,1019.0,-5.0,8,0.89,0.0,0.0,3.0,3.0,3.0,180.0
-6.0,85.0,1019.0,-4.0,1,1.79,0.0,0.0,3.0,3.0,3.0,172.0
-6.0,85.0,1019.0,-4.0,7,1.79,0.0,0.0,3.0,3.0,3.0,166.0
-6.0,85.0,1020.0,-4.0,7,4.92,0.0,0.0,3.0,3.0,3.0,136.0
-6.0,85.0,1019.0,-4.0,7,8.05,0.0,0.0,3.0,3.0,3.0,133.0
-5.0,86.0,1020.0,-3.0,7,12.07,0.0,0.0,3.0,3.0,3.0,140.0
-5.0,79.0,1020.0,-2.0,7,15.2,0.0,0.0,3.0,3.0,3.0,159.0
-5.0,74.0,1019.0,-1.0,8,0.89,0.0,0.0,3.0,3.0,3.0,169.0
-5.0,69.0,1019.0,0.0,8,2.68,0.0,0.0,3.0,3.0,3.0,170.0
-5.0,59.0,1017.0,2.0,7,1.79,0.0,0.0,3.0,3.0,3.0,184.0
-5.0,51.0,1017.0,4.0,8,0.89,0.0,0.0,3.0,3.0,3.0,163.0
-5.0,48.0,1017.0,5.0,3,1.79,0.0,0.0,3.0,3.0,3.0,140.0
-4.0,55.0,1017.0,4.0,3,4.92,0.0,0.0,3.0,3.0,3.0,144.0
-4.0,59.0,1017.0,3.0,3,6.71,0.0,0.0,3.0,3.0,3.0,166.0
-5.0,64.0,1019.0,1.0,8,0.89,0.0,0.0,3.0,3.0,3.0,196.0
-4.0,74.0,1020.0,0.0,3,0.89,0.0,0.0,3.0,3.0,3.0,227.0
-4.0,80.0,1020.0,-1.0,8,0.89,0.0,0.0,3.0,3.0,3.0,210.0
-5.0,79.0,1020.0,-2.0,8,1.78,0.0,0.0,3.0,3.0,3.0,233.0
-4.0,86.0,1021.0,-2.0,8,2.23,0.0,0.0,3.0,3.0,3.0,258.0
-4.0,92.0,1021.0,-3.0,8,3.12,0.0,0.0,3.0,3.0,3.0,247.0
-5.0,86.0,1021.0,-3.0,7,1.79,0.0,0.0,3.0,3.0,3.0,230.0
-5.0,86.0,1022.0,-3.0,3,0.89,0.0,0.0,3.0,3.0,3.0,273.0
-6.0,85.0,1022.0,-4.0,8,0.89,0.0,0.0,3.0,3.0,3.0,253.0
-5.0,86.0,1022.0,-3.0,7,0.89,0.0,0.0,3.0,3.0,3.0,254.0
-6.0,92.0,1022.0,-5.0,7,2.68,0.0,0.0,3.0,3.0,3.0,241.0
-6.0,92.0,1022.0,-5.0,7,5.81,0.0,0.0,3.0,3.0,3.0,229.0
-5.0,92.0,1023.0,-4.0,8,0.89,0.0,0.0,3.0,3.0,3.0,199.0
-5.0,92.0,1023.0,-4.0,8,1.34,0.0,0.0,3.0,3.0,3.0,193.0
-4.0,92.0,1024.0,-3.0,8,2.23,0.0,0.0,3.0,3.0,3.0,207.0
-9.0,47.0,1025.0,1.0,7,4.02,0.0,0.0,3.0,3.0,3.0,176.0
-15.0,27.0,1025.0,2.0,7,8.04,0.0,0.0,3.0,3.0,3.0,91.0
-17.0,21.0,1025.0,3.0,1,3.13,0.0,0.0,3.0,3.0,3.0,58.0
-18.0,18.0,1025.0,4.0,1,4.92,0.0,0.0,3.0,3.0,3.0,39.0
-16.0,21.0,1024.0,4.0,8,0.89,0.0,0.0,3.0,3.0,3.0,50.0
-14.0,23.0,1023.0,5.0,8,1.78,0.0,0.0,3.0,3.0,3.0,51.0
-13.0,27.0,1023.0,4.0,3,1.79,0.0,0.0,3.0,3.0,3.0,49.0
-12.0,30.0,1023.0,4.0,8,0.89,0.0,0.0,3.0,3.0,3.0,54.0
-11.0,34.0,1024.0,3.0,3,1.79,0.0,0.0,3.0,3.0,3.0,153.0
-10.0,40.0,1024.0,2.0,3,3.58,0.0,0.0,3.0,3.0,3.0,181.0
-7.0,51.0,1025.0,2.0,3,6.71,0.0,0.0,3.0,3.0,3.0,181.0
-6.0,63.0,1025.0,0.0,8,0.89,0.0,0.0,3.0,3.0,3.0,182.0
-8.0,58.0,1026.0,-1.0,1,3.13,0.0,0.0,3.0,3.0,3.0,156.0
-15.0,29.0,1026.0,1.0,1,8.05,0.0,0.0,3.0,3.0,3.0,27.0
-18.0,22.0,1027.0,1.0,1,12.07,0.0,0.0,3.0,3.0,3.0,16.0
-20.0,20.0,1028.0,0.0,1,16.09,0.0,0.0,3.0,3.0,3.0,22.0
-19.0,22.0,1028.0,0.0,1,21.01,0.0,0.0,3.0,3.0,3.0,21.0
-21.0,20.0,1028.0,-1.0,1,25.03,0.0,0.0,3.0,3.0,3.0,6.0
-21.0,20.0,1029.0,-1.0,1,29.95,0.0,0.0,3.0,3.0,3.0,8.0
-22.0,19.0,1029.0,-2.0,1,34.87,0.0,0.0,3.0,3.0,3.0,8.0
-22.0,19.0,1030.0,-2.0,1,39.79,0.0,0.0,3.0,3.0,3.0,8.0
-22.0,21.0,1030.0,-3.0,1,45.6,0.0,0.0,3.0,3.0,3.0,10.0
-22.0,21.0,1031.0,-3.0,1,51.41,0.0,0.0,3.0,3.0,3.0,9.0
-23.0,21.0,1032.0,-4.0,1,58.56,0.0,0.0,3.0,3.0,3.0,20.0
-23.0,21.0,1033.0,-4.0,1,65.71,0.0,0.0,3.0,3.0,3.0,14.0
-22.0,21.0,1033.0,-3.0,1,71.52,0.0,0.0,3.0,3.0,3.0,16.0
-24.0,16.0,1032.0,-2.0,1,77.33,0.0,0.0,3.0,3.0,3.0,14.0
-24.0,15.0,1032.0,-1.0,1,83.14,0.0,0.0,3.0,3.0,3.0,10.0
-26.0,12.0,1031.0,0.0,7,5.81,0.0,0.0,3.0,3.0,3.0,7.0
-26.0,12.0,1030.0,0.0,1,5.81,0.0,0.0,3.0,3.0,3.0,8.0
-22.0,17.0,1030.0,0.0,1,11.62,0.0,0.0,3.0,3.0,3.0,12.0
-22.0,17.0,1030.0,0.0,1,17.43,0.0,0.0,3.0,3.0,3.0,15.0
-23.0,16.0,1030.0,-1.0,1,24.58,0.0,0.0,3.0,3.0,3.0,8.0
-23.0,16.0,1031.0,-1.0,1,31.73,0.0,0.0,3.0,3.0,3.0,11.0
-22.0,18.0,1032.0,-1.0,1,38.88,0.0,0.0,3.0,3.0,3.0,18.0
-22.0,19.0,1032.0,-2.0,1,44.69,0.0,0.0,3.0,3.0,3.0,16.0
-21.0,21.0,1033.0,-2.0,1,50.5,0.0,0.0,3.0,3.0,3.0,11.0
-22.0,19.0,1034.0,-2.0,1,56.31,0.0,0.0,3.0,3.0,3.0,10.0
-21.0,23.0,1035.0,-3.0,1,61.23,0.0,0.0,3.0,3.0,3.0,11.0
-22.0,21.0,1035.0,-3.0,1,67.04,0.0,0.0,3.0,3.0,3.0,10.0
-22.0,21.0,1035.0,-3.0,1,72.85,0.0,0.0,3.0,3.0,3.0,10.0
-22.0,21.0,1035.0,-3.0,1,77.77,0.0,0.0,3.0,3.0,3.0,12.0
-22.0,23.0,1035.0,-4.0,1,82.69,0.0,0.0,3.0,3.0,3.0,12.0
-23.0,21.0,1034.0,-4.0,1,89.84,0.0,0.0,3.0,3.0,3.0,10.0
-23.0,22.0,1034.0,-5.0,1,95.65,0.0,0.0,3.0,3.0,3.0,10.0
-23.0,22.0,1035.0,-5.0,7,5.81,0.0,0.0,3.0,3.0,3.0,9.0
-22.0,26.0,1036.0,-6.0,7,9.83,0.0,0.0,3.0,3.0,3.0,9.0
-22.0,24.0,1037.0,-5.0,7,14.75,0.0,0.0,3.0,3.0,3.0,11.0
-22.0,23.0,1037.0,-4.0,7,19.67,0.0,0.0,3.0,3.0,3.0,12.0
-22.0,23.0,1037.0,-4.0,7,25.48,0.0,0.0,3.0,3.0,3.0,12.0
-22.0,21.0,1037.0,-3.0,1,5.81,0.0,0.0,3.0,3.0,3.0,12.0
-22.0,21.0,1036.0,-3.0,1,11.62,0.0,0.0,3.0,3.0,3.0,21.0
-24.0,16.0,1036.0,-2.0,7,4.92,0.0,0.0,3.0,3.0,3.0,18.0
-23.0,18.0,1035.0,-2.0,1,4.02,0.0,0.0,3.0,3.0,3.0,13.0
-23.0,18.0,1035.0,-2.0,1,7.15,0.0,0.0,3.0,3.0,3.0,18.0
-23.0,18.0,1035.0,-2.0,7,4.02,0.0,0.0,3.0,3.0,3.0,17.0
-23.0,18.0,1035.0,-2.0,1,4.92,0.0,0.0,3.0,3.0,3.0,19.0
-22.0,21.0,1035.0,-3.0,1,8.05,0.0,0.0,3.0,3.0,3.0,22.0
-21.0,23.0,1036.0,-3.0,1,11.18,0.0,0.0,3.0,3.0,3.0,20.0
-21.0,27.0,1036.0,-5.0,7,3.13,0.0,0.0,3.0,3.0,3.0,24.0
-21.0,27.0,1036.0,-5.0,7,8.05,0.0,0.0,3.0,3.0,3.0,19.0
-20.0,29.0,1037.0,-5.0,7,11.18,0.0,0.0,3.0,3.0,3.0,13.0
-21.0,27.0,1038.0,-5.0,1,4.02,0.0,0.0,3.0,3.0,3.0,17.0
-22.0,24.0,1038.0,-5.0,1,9.83,0.0,0.0,3.0,3.0,3.0,22.0
-22.0,26.0,1038.0,-6.0,1,14.75,0.0,0.0,3.0,3.0,3.0,16.0
-22.0,26.0,1038.0,-6.0,1,18.77,0.0,0.0,3.0,3.0,3.0,16.0
-22.0,29.0,1037.0,-7.0,1,22.79,0.0,0.0,3.0,3.0,3.0,11.0
-23.0,28.0,1037.0,-8.0,7,3.13,0.0,0.0,3.0,3.0,3.0,10.0
-22.0,31.0,1037.0,-8.0,7,7.15,0.0,0.0,3.0,3.0,3.0,9.0
-22.0,34.0,1038.0,-9.0,7,11.17,0.0,0.0,3.0,3.0,3.0,11.0
-23.0,31.0,1038.0,-9.0,7,14.3,0.0,0.0,3.0,3.0,3.0,14.0
-21.0,37.0,1038.0,-9.0,7,17.43,0.0,0.0,3.0,3.0,3.0,21.0
-22.0,26.0,1038.0,-6.0,1,4.02,0.0,0.0,3.0,3.0,3.0,26.0
-22.0,24.0,1037.0,-5.0,1,7.15,0.0,0.0,3.0,3.0,3.0,21.0
-22.0,23.0,1036.0,-4.0,7,3.13,0.0,0.0,3.0,3.0,3.0,19.0
-23.0,19.0,1035.0,-3.0,8,3.13,0.0,0.0,3.0,3.0,3.0,13.0
-23.0,18.0,1034.0,-2.0,7,3.13,0.0,0.0,3.0,3.0,3.0,13.0
-23.0,16.0,1033.0,-1.0,7,6.26,0.0,0.0,3.0,3.0,3.0,13.0
-23.0,16.0,1032.0,-1.0,8,1.79,0.0,0.0,3.0,3.0,3.0,13.0
-23.0,16.0,1032.0,-1.0,1,1.79,0.0,0.0,3.0,3.0,3.0,11.0
-23.0,16.0,1031.0,-1.0,1,3.58,0.0,0.0,3.0,3.0,3.0,19.0
-22.0,21.0,1031.0,-3.0,1,5.37,0.0,0.0,3.0,3.0,3.0,22.0
-21.0,25.0,1032.0,-4.0,3,0.89,0.0,0.0,3.0,3.0,3.0,50.0
-19.0,32.0,1032.0,-5.0,8,0.89,0.0,0.0,3.0,3.0,3.0,58.0
-18.0,38.0,1032.0,-6.0,8,1.34,0.0,0.0,3.0,3.0,3.0,60.0
-16.0,52.0,1032.0,-8.0,8,1.79,0.0,0.0,3.0,3.0,3.0,69.0
-18.0,44.0,1032.0,-8.0,1,0.89,0.0,0.0,3.0,3.0,3.0,108.0
-18.0,44.0,1031.0,-8.0,7,3.13,0.0,0.0,3.0,3.0,3.0,51.0
-18.0,56.0,1031.0,-11.0,7,6.26,0.0,0.0,3.0,3.0,3.0,54.0
-19.0,40.0,1031.0,-8.0,7,8.05,0.0,0.0,3.0,3.0,3.0,38.0
-19.0,51.0,1030.0,-11.0,7,11.18,0.0,0.0,3.0,3.0,3.0,27.0
-19.0,47.0,1030.0,-10.0,7,14.31,0.0,0.0,3.0,3.0,3.0,23.0
-19.0,51.0,1030.0,-11.0,7,16.1,0.0,0.0,3.0,3.0,3.0,27.0
-19.0,51.0,1030.0,-11.0,7,19.23,0.0,0.0,3.0,3.0,3.0,28.0
-19.0,51.0,1030.0,-11.0,7,21.02,0.0,0.0,3.0,3.0,3.0,24.0
-17.0,56.0,1031.0,-10.0,7,24.15,0.0,0.0,3.0,3.0,3.0,26.0
-17.0,44.0,1031.0,-7.0,8,0.89,0.0,0.0,3.0,3.0,3.0,23.0
-18.0,35.0,1031.0,-5.0,8,1.78,0.0,0.0,3.0,3.0,3.0,37.0
-18.0,30.0,1030.0,-3.0,3,1.79,0.0,0.0,3.0,3.0,3.0,46.0
-19.0,22.0,1029.0,0.0,8,0.89,0.0,0.0,3.0,3.0,3.0,49.0
-20.0,19.0,1028.0,1.0,3,1.79,0.0,0.0,3.0,3.0,3.0,53.0
-20.0,16.0,1027.0,3.0,8,1.79,0.0,0.0,3.0,3.0,3.0,57.0
-20.0,16.0,1026.0,3.0,3,3.13,0.0,0.0,3.0,3.0,3.0,51.0
-20.0,16.0,1026.0,3.0,3,7.15,0.0,0.0,3.0,3.0,3.0,64.0
-20.0,17.0,1026.0,2.0,3,11.17,0.0,0.0,3.0,3.0,3.0,100.0
-18.0,24.0,1026.0,0.0,3,15.19,0.0,0.0,3.0,3.0,3.0,113.0
-15.0,33.0,1027.0,-1.0,3,18.32,0.0,0.0,3.0,3.0,3.0,136.0
-15.0,31.0,1027.0,0.0,3,22.34,0.0,0.0,3.0,3.0,3.0,213.0
-15.0,42.0,1027.0,-4.0,8,0.89,0.0,0.0,3.0,3.0,3.0,259.0
-13.0,53.0,1028.0,-5.0,8,1.78,0.0,0.0,3.0,3.0,3.0,267.0
-13.0,57.0,1028.0,-6.0,8,2.67,0.0,0.0,3.0,3.0,3.0,351.0
-13.0,62.0,1028.0,-7.0,1,0.89,0.0,0.0,3.0,3.0,3.0,980.0
-14.0,57.0,1029.0,-7.0,8,0.89,0.0,0.0,3.0,3.0,3.0,16.0
-14.0,49.0,1029.0,-5.0,7,3.13,0.0,0.0,3.0,3.0,3.0,599.0
-14.0,53.0,1030.0,-6.0,7,6.26,0.0,0.0,3.0,3.0,3.0,39.0
-14.0,49.0,1030.0,-5.0,7,10.28,0.0,0.0,3.0,3.0,3.0,7.0
-17.0,33.0,1030.0,-3.0,7,15.2,0.0,0.0,3.0,3.0,3.0,8.0
-17.0,33.0,1031.0,-3.0,1,4.02,0.0,0.0,3.0,3.0,3.0,7.0
-18.0,32.0,1032.0,-4.0,7,4.02,0.0,0.0,3.0,3.0,3.0,7.0
-20.0,25.0,1033.0,-3.0,7,8.94,0.0,0.0,3.0,3.0,3.0,7.0
-21.0,23.0,1034.0,-3.0,7,14.75,0.0,0.0,3.0,3.0,3.0,16.0
-22.0,21.0,1035.0,-3.0,7,20.56,0.0,0.0,3.0,3.0,3.0,19.0
-22.0,21.0,1035.0,-3.0,1,5.81,0.0,0.0,3.0,3.0,3.0,15.0
-23.0,18.0,1035.0,-2.0,7,4.92,0.0,0.0,3.0,3.0,3.0,21.0
-24.0,16.0,1033.0,-2.0,1,4.92,0.0,0.0,3.0,3.0,3.0,18.0
-23.0,18.0,1033.0,-2.0,1,9.84,0.0,0.0,3.0,3.0,3.0,16.0
-24.0,16.0,1032.0,-2.0,1,13.86,0.0,0.0,3.0,3.0,3.0,15.0
-24.0,16.0,1032.0,-2.0,1,17.88,0.0,0.0,3.0,3.0,3.0,16.0
-23.0,18.0,1032.0,-2.0,1,21.9,0.0,0.0,3.0,3.0,3.0,16.0
-23.0,21.0,1033.0,-4.0,1,23.69,0.0,0.0,3.0,3.0,3.0,21.0
-22.0,24.0,1033.0,-5.0,8,0.89,0.0,0.0,3.0,3.0,3.0,36.0
-23.0,22.0,1035.0,-5.0,7,1.79,0.0,0.0,3.0,3.0,3.0,51.0
-22.0,31.0,1035.0,-8.0,7,4.92,0.0,0.0,3.0,3.0,3.0,67.0
-21.0,31.0,1036.0,-7.0,7,8.05,0.0,0.0,3.0,3.0,3.0,46.0
-22.0,31.0,1036.0,-8.0,7,11.18,0.0,0.0,3.0,3.0,3.0,45.0
-21.0,31.0,1036.0,-7.0,1,4.02,0.0,0.0,3.0,3.0,3.0,27.0
-22.0,29.0,1037.0,-7.0,1,8.04,0.0,0.0,3.0,3.0,3.0,24.0
-22.0,29.0,1036.0,-7.0,1,12.96,0.0,0.0,3.0,3.0,3.0,18.0
-22.0,31.0,1037.0,-8.0,8,0.89,0.0,0.0,3.0,3.0,3.0,15.0
-22.0,31.0,1036.0,-8.0,8,1.78,0.0,0.0,3.0,3.0,3.0,17.0
-22.0,34.0,1036.0,-9.0,1,3.13,0.0,0.0,3.0,3.0,3.0,11.0
-22.0,34.0,1036.0,-9.0,1,7.15,0.0,0.0,3.0,3.0,3.0,16.0
-22.0,36.0,1037.0,-10.0,7,4.02,0.0,0.0,3.0,3.0,3.0,16.0
-21.0,37.0,1037.0,-9.0,7,7.15,0.0,0.0,3.0,3.0,3.0,39.0
-22.0,26.0,1038.0,-6.0,7,10.28,0.0,0.0,3.0,3.0,3.0,25.0
-23.0,22.0,1038.0,-5.0,7,12.07,0.0,0.0,3.0,3.0,3.0,17.0
-23.0,21.0,1037.0,-4.0,7,15.2,0.0,0.0,3.0,3.0,3.0,8.0
-23.0,19.0,1036.0,-3.0,7,16.99,0.0,0.0,3.0,3.0,3.0,11.0
-23.0,16.0,1035.0,-1.0,7,18.78,0.0,0.0,3.0,3.0,3.0,14.0
-23.0,15.0,1033.0,0.0,1,4.02,0.0,0.0,3.0,3.0,3.0,15.0
-26.0,12.0,1032.0,0.0,8,1.79,0.0,0.0,3.0,3.0,3.0,15.0
-26.0,12.0,1032.0,0.0,8,2.68,0.0,0.0,3.0,3.0,3.0,13.0
-26.0,12.0,1032.0,0.0,8,3.57,0.0,0.0,3.0,3.0,3.0,13.0
-23.0,19.0,1033.0,-3.0,3,1.79,0.0,0.0,3.0,3.0,3.0,26.0
-22.0,23.0,1033.0,-4.0,3,2.68,0.0,0.0,3.0,3.0,3.0,50.0
-21.0,29.0,1034.0,-6.0,8,0.89,0.0,0.0,3.0,3.0,3.0,73.0
-20.0,40.0,1034.0,-9.0,1,0.89,0.0,0.0,3.0,3.0,3.0,96.0
-20.0,37.0,1034.0,-8.0,8,0.89,0.0,0.0,3.0,3.0,3.0,116.0
-18.0,51.0,1034.0,-10.0,7,1.79,0.0,0.0,3.0,3.0,3.0,146.0
-17.0,61.0,1034.0,-11.0,7,4.92,0.0,0.0,3.0,3.0,3.0,113.0
-19.0,47.0,1034.0,-10.0,7,8.05,0.0,0.0,3.0,3.0,3.0,91.0
-19.0,51.0,1034.0,-11.0,7,11.18,0.0,0.0,3.0,3.0,3.0,70.0
-20.0,51.0,1034.0,-12.0,7,12.07,0.0,0.0,3.0,3.0,3.0,65.0
-18.0,60.0,1033.0,-12.0,8,0.45,0.0,0.0,3.0,3.0,3.0,51.0
-17.0,71.0,1033.0,-13.0,7,0.89,0.0,0.0,3.0,3.0,3.0,29.0
-20.0,51.0,1033.0,-12.0,7,4.02,0.0,0.0,3.0,3.0,3.0,30.0
-20.0,51.0,1033.0,-12.0,7,8.04,0.0,0.0,3.0,3.0,3.0,26.0
-18.0,56.0,1033.0,-11.0,7,9.83,0.0,0.0,3.0,3.0,3.0,26.0
-19.0,37.0,1033.0,-7.0,7,12.96,0.0,0.0,3.0,3.0,3.0,24.0
-20.0,27.0,1032.0,-4.0,8,0.89,0.0,0.0,3.0,3.0,3.0,21.0
-20.0,25.0,1032.0,-3.0,8,1.78,0.0,0.0,3.0,3.0,3.0,24.0
-21.0,20.0,1031.0,-1.0,7,1.79,0.0,0.0,3.0,3.0,3.0,39.0
-21.0,17.0,1030.0,1.0,8,0.89,0.0,0.0,3.0,3.0,3.0,79.0
-19.0,19.0,1028.0,2.0,3,4.02,0.0,0.0,3.0,3.0,3.0,99.0
-16.0,23.0,1027.0,3.0,3,8.04,0.0,0.0,3.0,3.0,3.0,118.0
-15.0,25.0,1027.0,3.0,3,12.06,0.0,0.0,3.0,3.0,3.0,140.0
-15.0,29.0,1026.0,1.0,3,15.19,0.0,0.0,3.0,3.0,3.0,159.0
-13.0,39.0,1026.0,-1.0,3,18.32,0.0,0.0,3.0,3.0,3.0,161.0
-12.0,42.0,1027.0,-1.0,3,20.11,0.0,0.0,3.0,3.0,3.0,167.0
-12.0,49.0,1027.0,-3.0,3,21.0,0.0,0.0,3.0,3.0,3.0,178.0
-12.0,57.0,1026.0,-5.0,8,0.89,0.0,0.0,3.0,3.0,3.0,192.0
-12.0,62.0,1026.0,-6.0,8,1.78,0.0,0.0,3.0,3.0,3.0,198.0
-12.0,53.0,1026.0,-4.0,1,0.89,0.0,0.0,3.0,3.0,3.0,207.0
-13.0,57.0,1025.0,-6.0,8,0.89,0.0,0.0,3.0,3.0,3.0,237.0
-13.0,53.0,1025.0,-5.0,8,1.78,0.0,0.0,3.0,3.0,3.0,247.0
-12.0,62.0,1025.0,-6.0,7,3.13,0.0,0.0,3.0,3.0,3.0,227.0
-12.0,57.0,1025.0,-5.0,7,7.15,0.0,0.0,3.0,3.0,3.0,176.0
-12.0,49.0,1024.0,-3.0,7,11.17,0.0,0.0,3.0,3.0,3.0,113.0
-8.0,58.0,1024.0,-1.0,7,19.22,0.0,0.0,3.0,3.0,3.0,46.0
-15.0,33.0,1025.0,-1.0,7,28.16,0.0,0.0,3.0,3.0,3.0,18.0
-15.0,36.0,1026.0,-2.0,7,35.31,0.0,0.0,3.0,3.0,3.0,13.0
-19.0,27.0,1027.0,-3.0,7,42.46,0.0,0.0,3.0,3.0,3.0,22.0
-22.0,19.0,1028.0,-2.0,7,54.53,0.0,0.0,3.0,3.0,3.0,15.0
